shipment_id,supplier,product,country,shipment_mode,scheduled_delivery_date,predicted_severe_delay_probability,risk_rank,review_flag,total_value_usd,top_prediction_contributors
ASN-29928,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2015-01-19,0.17647058823529413,346,0,545837.0,Not computed
ASN-29929,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2015-01-19,0.17647058823529413,347,0,543790.0,Not computed
ASN-29934,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2015-01-19,0.17647058823529413,348,0,549130.0,Not computed
ASN-29935,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2015-01-19,0.17647058823529413,349,0,548062.0,Not computed
ASN-29937,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2015-01-19,0.17647058823529413,350,0,534890.0,Not computed
ASN-29907,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Haiti,Air,2015-01-20,0.17647058823529413,351,0,28321.2,Not computed
DN-3975,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Congo, DRC",Air,2015-01-30,0.17647058823529413,352,0,118231.0,Not computed
DN-4020,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Air,2015-01-30,0.17647058823529413,353,0,75000.0,Not computed
DN-4098,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2015-01-30,0.17647058823529413,354,0,2779200.0,Not computed
ASN-30816,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Zimbabwe,Air,2015-02-28,0.17647058823529413,355,0,165256.84,Not computed
DN-4128,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2015-02-28,0.17647058823529413,356,0,328100.0,Not computed
DN-4170,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2015-03-02,0.17647058823529413,357,0,1304000.0,Not computed
DN-4174,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2015-03-31,0.17647058823529413,358,0,6262.2,Not computed
DN-4200,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Rwanda,Truck,2015-04-06,0.17647058823529413,359,0,20257.78,Not computed
ASN-30623,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Burundi,Air,2015-04-21,0.17647058823529413,360,0,126880.0,Not computed
ASN-31869,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Côte d'Ivoire,Air,2015-05-20,0.17647058823529413,361,0,460000.0,Not computed
DN-4177,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2015-05-29,0.17647058823529413,362,0,877425.0,Not computed
DN-4233,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Mozambique,Truck,2015-05-29,0.17647058823529413,363,0,492488.2,Not computed
DN-4258,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Nigeria,Air Charter,2015-05-29,0.17647058823529413,364,0,198618.48,Not computed
DN-4231,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2015-05-31,0.17647058823529413,365,0,1920000.0,Not computed
ASN-32525,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",South Africa,Truck,2015-06-02,0.17647058823529413,366,0,25.59,Not computed
DN-4281,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Nigeria,Air,2015-06-02,0.17647058823529413,367,0,246077.84,Not computed
DN-4061,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Uganda,Truck,2015-06-15,0.17647058823529413,368,0,3542880.0,Not computed
DN-4251,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Zambia,Truck,2015-06-15,0.17647058823529413,369,0,215742.6,Not computed
DN-4187,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Nigeria,Air Charter,2015-06-30,0.17647058823529413,370,0,244743.2,Not computed
DN-4210,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Burundi,Air,2015-06-30,0.17647058823529413,371,0,88192.8,Not computed
DN-4238,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Rwanda,Truck,2015-06-30,0.17647058823529413,372,0,19697.4,Not computed
DN-4320,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Cameroon,Air,2015-08-10,0.17647058823529413,373,0,232320.0,Not computed
DN-3899,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Air,2014-09-30,0.1708368586877924,374,0,14700.0,Not computed
DN-3446,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Côte d'Ivoire,Air,2014-01-03,0.15447154471544716,375,0,15590.36,Not computed
DN-3494,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Nigeria,Air Charter,2014-01-17,0.15447154471544716,376,0,2787500.0,Not computed
DN-3469,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Côte d'Ivoire,Air,2014-01-22,0.15447154471544716,377,0,33511.0,Not computed
DN-3493,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",South Sudan,Air,2014-01-22,0.15447154471544716,378,0,39403.04,Not computed
ASN-23877,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Côte d'Ivoire,Air,2014-01-24,0.15447154471544716,379,0,250800.0,Not computed
DN-3396,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Zambia,Truck,2014-01-24,0.15447154471544716,380,0,1866540.74,Not computed
DN-3421,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Rwanda,Truck,2014-01-31,0.15447154471544716,381,0,284282.14,Not computed
DN-3472,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Côte d'Ivoire,Air,2014-01-31,0.15447154471544716,382,0,8250.0,Not computed
DN-3477,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Tanzania,Truck,2014-01-31,0.15447154471544716,383,0,38097.3,Not computed
DN-3479,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Rwanda,Truck,2014-01-31,0.15447154471544716,384,0,925450.0,Not computed
DN-3481,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Rwanda,Truck,2014-01-31,0.15447154471544716,385,0,112000.0,Not computed
DN-3515,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Uganda,Air,2014-01-31,0.15447154471544716,386,0,5784.0,Not computed
DN-3516,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Uganda,Air,2014-01-31,0.15447154471544716,387,0,7456.0,Not computed
DN-3534,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Uganda,Truck,2014-01-31,0.15447154471544716,388,0,248160.0,Not computed
ASN-24097,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mozambique,Air,2014-02-10,0.15447154471544716,389,0,766000.0,Not computed
DN-3486,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-02-14,0.15447154471544716,390,0,3153.75,Not computed
ASN-23947,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-02-18,0.15447154471544716,391,0,833307.0,Not computed
ASN-23948,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-02-18,0.15447154471544716,392,0,823962.0,Not computed
ASN-23949,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-02-18,0.15447154471544716,393,0,828768.0,Not computed
ASN-23950,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-02-18,0.15447154471544716,394,0,822449.0,Not computed
ASN-21891,Aurobindo Pharma Limited,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Zambia,Ocean,2014-02-25,0.15447154471544716,395,0,916317.2,Not computed
DN-3538,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Uganda,Truck,2014-02-28,0.15447154471544716,396,0,191760.0,Not computed
DN-3448,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zambia,Truck,2014-03-25,0.15447154471544716,397,0,147738.31,Not computed
DN-3567,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Air,2014-03-28,0.15447154471544716,398,0,24610.7,Not computed
DN-3568,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-03-28,0.15447154471544716,399,0,1156689.1,Not computed
DN-3591,SCMS from RDC,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",Kenya,Truck,2014-04-03,0.15447154471544716,400,0,0.0,Not computed
ASN-25499,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Côte d'Ivoire,Air,2014-04-16,0.15447154471544716,401,0,18492.0,Not computed
DN-3594,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Tanzania,Truck,2014-04-30,0.15447154471544716,402,0,1255.5,Not computed
DN-3614,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Tanzania,Truck,2014-04-30,0.15447154471544716,403,0,306500.39,Not computed
DN-3630,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Côte d'Ivoire,Air,2014-04-30,0.15447154471544716,404,0,15120.0,Not computed
DN-3635,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Guyana,Air,2014-04-30,0.15447154471544716,405,0,341.0,Not computed
DN-3636,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Guyana,Air,2014-04-30,0.15447154471544716,406,0,550.27,Not computed
DN-3653,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Côte d'Ivoire,Air,2014-04-30,0.15447154471544716,407,0,200844.15,Not computed
DN-3639,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Guyana,Air,2014-05-05,0.15447154471544716,408,0,251.4,Not computed
DN-3660,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Haiti,Air,2014-05-07,0.15447154471544716,409,0,91702.98,Not computed
ASN-25595,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Burundi,Air,2014-05-09,0.15447154471544716,410,0,90240.0,Not computed
ASN-25473,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Haiti,Air,2014-05-15,0.15447154471544716,411,0,400000.0,Not computed
DN-3681,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-05-15,0.15447154471544716,412,0,12000.0,Not computed
DN-3685,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-05-30,0.15447154471544716,413,0,5568.0,Not computed
DN-3701,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zambia,Truck,2014-05-30,0.15447154471544716,414,0,771608.8,Not computed
DN-3713,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Uganda,Truck,2014-05-30,0.15447154471544716,415,0,372654.5,Not computed
DN-3714,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Rwanda,Truck,2014-05-30,0.15447154471544716,416,0,67771.86,Not computed
DN-3716,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Guyana,Air,2014-05-30,0.15447154471544716,417,0,697.5,Not computed
ASN-25890,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Zimbabwe,Air Charter,2014-06-14,0.15447154471544716,418,0,347600.0,Not computed
DN-3731,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-06-16,0.15447154471544716,419,0,200844.15,Not computed
DN-3753,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Zambia,Air,2014-06-16,0.15447154471544716,420,0,8811.4,Not computed
ASN-26283,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Zimbabwe,Air,2014-06-18,0.15447154471544716,421,0,722655.0,Not computed
DN-3699,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Rwanda,Truck,2014-06-27,0.15447154471544716,422,0,249191.2,Not computed
DN-3626,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Guyana,Air,2014-06-30,0.15447154471544716,423,0,11115.13,Not computed
DN-3640,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Guyana,Air,2014-06-30,0.15447154471544716,424,0,301.68,Not computed
DN-3704,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Tanzania,Truck,2014-06-30,0.15447154471544716,425,0,58932.58,Not computed
DN-3732,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Uganda,Truck,2014-06-30,0.15447154471544716,426,0,1240246.08,Not computed
DN-3748,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Rwanda,Truck,2014-06-30,0.15447154471544716,427,0,937.95,Not computed
DN-3754,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zambia,Truck,2014-06-30,0.15447154471544716,428,0,138368.0,Not computed
DN-3791,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Nigeria,Air Charter,2014-06-30,0.15447154471544716,429,0,264626.96,Not computed
DN-3792,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-06-30,0.15447154471544716,430,0,415949.92,Not computed
DN-3794,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-06-30,0.15447154471544716,431,0,3313097.2,Not computed
DN-3697,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Mozambique,Truck,2014-07-09,0.15447154471544716,432,0,34543.6,Not computed
DN-3822,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Zambia,Truck,2014-07-14,0.15447154471544716,433,0,112517.63,Not computed
DN-3816,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Guyana,Air,2014-07-21,0.15447154471544716,434,0,12386.92,Not computed
ASN-27030,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-07-23,0.15447154471544716,435,0,134380.35,Not computed
ASN-27034,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-07-23,0.15447154471544716,436,0,167190.75,Not computed
ASN-27035,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Air Charter,2014-07-23,0.15447154471544716,437,0,135528.9,Not computed
DN-3870,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Ethiopia,Air,2014-07-29,0.15447154471544716,438,0,12560.39,Not computed
DN-3762,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Tanzania,Air,2014-07-31,0.15447154471544716,439,0,703640.7,Not computed
DN-3801,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-07-31,0.15447154471544716,440,0,786670.0,Not computed
DN-3819,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zambia,Truck,2014-07-31,0.15447154471544716,441,0,6832148.4,Not computed
DN-3841,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Uganda,Truck,2014-07-31,0.15447154471544716,442,0,69273.72,Not computed
ASN-27609,PHARMACY DIRECT,"Darunavir 300mg [Prezista], tablets, 120 Tabs",South Africa,Truck,2014-08-05,0.15447154471544716,443,0,6559.27,Not computed
ASN-27610,PHARMACY DIRECT,"Darunavir 300mg [Prezista], tablets, 120 Tabs",South Africa,Truck,2014-08-05,0.15447154471544716,444,0,3279.63,Not computed
DN-3862,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Zambia,Truck,2014-08-06,0.15447154471544716,445,0,52664.96,Not computed
ASN-27469,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-08-19,0.15447154471544716,446,0,280706.0,Not computed
ASN-27473,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Nigeria,Air,2014-08-19,0.15447154471544716,447,0,246441.0,Not computed
ASN-26439,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Congo, DRC",Air,2014-08-26,0.15447154471544716,448,0,734.0,Not computed
ASN-27976,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",South Africa,Truck,2014-08-27,0.15447154471544716,449,0,25778.51,Not computed
ASN-27978,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",South Africa,Truck,2014-08-27,0.15447154471544716,450,0,21645.94,Not computed
ASN-27980,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",South Africa,Truck,2014-08-27,0.15447154471544716,451,0,13286.35,Not computed
ASN-28034,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",South Africa,Truck,2014-08-29,0.15447154471544716,452,0,67438.18,Not computed
ASN-28036,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",South Africa,Truck,2014-08-29,0.15447154471544716,453,0,81124.68000000001,Not computed
ASN-28037,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",South Africa,Truck,2014-08-29,0.15447154471544716,454,0,60019.27,Not computed
DN-3707,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-08-29,0.15447154471544716,455,0,96929.16,Not computed
DN-3830,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Mozambique,Truck,2014-08-29,0.15447154471544716,456,0,122047.64,Not computed
DN-3867,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Tanzania,Truck,2014-08-29,0.15447154471544716,457,0,231785.93,Not computed
DN-3868,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Tanzania,Truck,2014-08-29,0.15447154471544716,458,0,215814.07,Not computed
DN-3865,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Mozambique,Truck,2014-08-31,0.15447154471544716,459,0,272781.4,Not computed
ASN-26975,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Zimbabwe,Ocean,2014-09-10,0.15447154471544716,460,0,248529.6,Not computed
ASN-27766,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mozambique,Air,2014-09-10,0.15447154471544716,461,0,376640.0,Not computed
ASN-27768,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mozambique,Air,2014-09-10,0.15447154471544716,462,0,265520.0,Not computed
ASN-27769,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mozambique,Air,2014-09-10,0.15447154471544716,463,0,253840.0,Not computed
ASN-27340,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Ghana,Air,2014-09-11,0.15447154471544716,464,0,47364.8,Not computed
DN-3863,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Uganda,Truck,2014-09-11,0.15447154471544716,465,0,240275.7,Not computed
ASN-27913,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Zimbabwe,Air,2014-09-18,0.15447154471544716,466,0,62410.5,Not computed
DN-3885,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Congo, DRC",Air,2014-09-22,0.15447154471544716,467,0,83385.0,Not computed
DN-3805,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Mozambique,Truck,2014-09-30,0.15447154471544716,468,0,3024.0,Not computed
DN-3825,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Zimbabwe,Truck,2014-09-30,0.15447154471544716,469,0,2290652.46,Not computed
DN-3844,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Guyana,Air,2014-09-30,0.15447154471544716,470,0,37178.86,Not computed
DN-3908,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Uganda,Truck,2014-09-30,0.15447154471544716,471,0,43092.69,Not computed
DN-3912,SCMS from RDC,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Nigeria,Air Charter,2014-09-30,0.15447154471544716,472,0,19727.7,Not computed
DN-3913,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-09-30,0.15447154471544716,473,0,369215.86,Not computed
DN-3969,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Rwanda,Truck,2014-10-01,0.15447154471544716,474,0,402863.08,Not computed
ASN-27675,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Ghana,Air,2014-10-09,0.15447154471544716,475,0,210819.84,Not computed
DN-3927,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs","Congo, DRC",Air,2014-10-30,0.15447154471544716,476,0,14653.75,Not computed
DN-3951,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Zambia,Truck,2014-10-31,0.15447154471544716,477,0,287892.0,Not computed
DN-3965,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Côte d'Ivoire,Truck,2014-10-31,0.15447154471544716,478,0,422631.02,Not computed
DN-3966,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-10-31,0.15447154471544716,479,0,28960.0,Not computed
ASN-28552,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Ghana,Air,2014-11-03,0.15447154471544716,480,0,210819.84,Not computed
ASN-29255,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",South Africa,Truck,2014-11-05,0.15447154471544716,481,0,3434.02,Not computed
ASN-27933,Aurobindo Pharma Limited,"Didanosine 200mg, delayed-release capsules, 30 Caps","Congo, DRC",Air,2014-11-10,0.15447154471544716,482,0,12650.0,Not computed
ASN-28061,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Ghana,Ocean,2014-11-10,0.15447154471544716,483,0,535014.04,Not computed
ASN-28671,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Ghana,Air,2014-11-10,0.15447154471544716,484,0,205795.4,Not computed
ASN-28672,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Ghana,Air,2014-11-10,0.15447154471544716,485,0,238677.4,Not computed
ASN-28673,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Ghana,Air,2014-11-10,0.15447154471544716,486,0,236594.6,Not computed
DN-3972,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-11-14,0.15447154471544716,487,0,174834.0,Not computed
DN-4003,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Burundi,Air,2014-11-20,0.15447154471544716,488,0,45666.96,Not computed
DN-3973,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-11-24,0.15447154471544716,489,0,29850.0,Not computed
DN-3803,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-11-28,0.15447154471544716,490,0,565920.15,Not computed
DN-4015,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-11-28,0.15447154471544716,491,0,365087.4,Not computed
DN-4017,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-11-28,0.15447154471544716,492,0,288900.0,Not computed
ASN-29761,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-12-10,0.15447154471544716,493,0,62.04,Not computed
