shipment_id,supplier,product,country,shipment_mode,scheduled_delivery_date,predicted_severe_delay_probability,risk_rank,review_flag,total_value_usd,top_prediction_contributors
DN-3311,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Congo, DRC",Air,2014-01-21,0.5,1,1,12361.05,country (+0.250); managed_by (+0.000); fulfill_via (+0.000)
DN-3432,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Zambia,Truck,2014-01-24,0.5,2,1,3338884.2,molecule_test_type (+0.307); log_insurance_usd (+0.307); log_freight_cost_usd (+0.271)
ASN-24548,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",South Africa,Truck,2014-02-05,0.5,3,1,206791.05,country (+0.275); molecule_test_type (+0.250); managed_by (+0.000)
DN-3513,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs","Congo, DRC",Air,2014-03-26,0.5,4,1,20.0,log_total_quantity (+0.307); country (+0.250); sub_classification (+0.250)
DN-3590,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Ghana,Air,2014-04-07,0.5,5,1,343838.38,country (+0.324); log_freight_cost_usd (+0.259); scheduled_month (+0.250)
DN-3599,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-04-30,0.5,6,1,773280.0,log_freight_cost_usd (+0.281); log_insurance_usd (+0.262); molecule_test_type (+0.251)
DN-3612,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Mozambique,Truck,2014-05-23,0.5,7,1,48732.0,country (+0.250); shipment_mode (+0.250); sub_classification (+0.250)
ASN-26372,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Ghana,Air,2014-06-12,0.5,8,1,23091.12,country (+0.324); sub_classification (+0.250); scheduled_quarter (+0.250)
ASN-26373,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Ghana,Air,2014-06-12,0.5,9,1,8647.21,country (+0.324); sub_classification (+0.250); molecule_test_type (+0.250)
ASN-25862,CIPLA LIMITED,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Ghana,Air,2014-06-17,0.5,10,1,284053.8,country (+0.250); managed_by (+0.000); fulfill_via (+0.000)
ASN-26603,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Ghana,Air,2014-06-23,0.5,11,1,51480.0,country (+0.307); sub_classification (+0.250); log_freight_cost_usd (+0.250)
ASN-26885,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-06-25,0.5,12,1,44.13,country (+0.281); log_total_quantity (+0.281); managed_by (+0.000)
ASN-26537,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Ghana,Air,2014-07-17,0.5,13,1,3451.86,country (+0.324); sub_classification (+0.250); dosage_form (+0.250)
ASN-27606,PHARMACY DIRECT,"Nevirapine 200mg, tablets, 60 Tabs",South Africa,Truck,2014-08-05,0.5,14,1,3179.82,country (+0.307); log_total_quantity (+0.281); log_weight_kg (+0.281)
ASN-27958,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-08-26,0.5,15,1,88.27,country (+0.281); log_total_quantity (+0.281); scheduled_lead_time_days (+0.250)
ASN-29122,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-10-29,0.5,16,1,88.27,country (+0.307); log_total_quantity (+0.307); scheduled_lead_time_days (+0.252)
ASN-30174,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",South Africa,Truck,2015-01-09,0.5,17,1,185776.9,country (+0.250); molecule_test_type (+0.250); managed_by (+0.000)
ASN-30228,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-01-14,0.5,18,1,63.78,country (+0.281); log_total_quantity (+0.253); managed_by (+0.000)
ASN-30448,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-01-29,0.5,19,1,31.89,country (+0.281); log_total_quantity (+0.264); managed_by (+0.000)
DN-4157,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2015-03-07,0.5,20,1,224474.4,country (+0.250); shipment_mode (+0.250); sub_classification (+0.250)
DN-3954,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml","Congo, DRC",Air,2015-04-14,0.5,21,1,26447.75,country (+0.250); sub_classification (+0.250); dosage_form (+0.250)
ASN-31854,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",South Africa,Truck,2015-04-28,0.5,22,1,5616.08,country (+0.307); log_weight_kg (+0.281); scheduled_lead_time_days (+0.281)
ASN-32073,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",South Africa,Truck,2015-05-07,0.5,23,1,177172.11,country (+0.000); managed_by (+0.000); fulfill_via (+0.000)
ASN-33330,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-07-14,0.5,24,1,68.56,country (+0.307); log_total_quantity (+0.283); shipment_mode (+0.250)
ASN-33331,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-07-14,0.5,25,1,68.56,country (+0.307); log_total_quantity (+0.283); shipment_mode (+0.250)
ASN-33333,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-07-14,0.5,26,1,51.42,Not computed
ASN-33339,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",South Africa,Truck,2015-07-15,0.5,27,1,342.83,Not computed
ASN-33674,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2015-08-11,0.5,28,1,51.42,Not computed
DN-3360,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Zambia,Truck,2014-01-24,0.25,29,1,5065890.300000001,Not computed
DN-3576,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Ghana,Truck,2014-03-20,0.25,30,1,750634.14,Not computed
DN-3588,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2014-05-06,0.25,31,1,5708800.0,Not computed
ASN-26374,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Ghana,Air,2014-06-12,0.25,32,1,73967.4,Not computed
ASN-26148,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Zimbabwe,Air Charter,2014-06-14,0.25,33,1,188700.0,Not computed
DN-3628,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-06-14,0.25,34,1,6558618.4,Not computed
ASN-26882,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",South Africa,Truck,2014-06-25,0.25,35,1,10653.7,Not computed
DN-3674,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Tanzania,Truck,2014-06-30,0.25,36,1,594500.0,Not computed
DN-3720,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Nigeria,Air Charter,2014-06-30,0.25,37,1,97966.2,Not computed
DN-3760,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Uganda,Truck,2014-06-30,0.25,38,1,58500.0,Not computed
ASN-26604,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Ghana,Air,2014-07-17,0.25,39,1,60191.04,Not computed
ASN-27975,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",South Africa,Truck,2014-08-27,0.25,40,1,49.18,Not computed
ASN-28021,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",South Africa,Truck,2014-08-28,0.25,41,1,17737.29,Not computed
DN-3890,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Zimbabwe,Truck,2014-08-30,0.25,42,1,90850.0,Not computed
ASN-30377,PHARMACY DIRECT,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",South Africa,Truck,2015-01-26,0.25,43,1,9696.98,Not computed
DN-4096,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2015-02-28,0.25,44,1,8140454.88,Not computed
DN-4243,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2015-04-30,0.25,45,1,765471.6000000001,Not computed
ASN-32122,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",South Africa,Truck,2015-05-12,0.25,46,1,4153.76,Not computed
ASN-32394,PHARMACY DIRECT,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",South Africa,Truck,2015-05-26,0.25,47,1,9.24,Not computed
ASN-32412,PHARMACY DIRECT,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",South Africa,Truck,2015-05-27,0.25,48,1,4.97,Not computed
ASN-32524,PHARMACY DIRECT,"Didanosine 250mg, delayed-release capsules, 30 Caps",South Africa,Truck,2015-06-02,0.25,49,1,3868.23,Not computed
ASN-33865,PHARMACY DIRECT,"Didanosine 250mg, delayed-release capsules, 30 Caps",South Africa,Truck,2015-08-24,0.25,50,1,7890.46,Not computed
DN-3638,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Côte d'Ivoire,Truck,2014-04-30,0.24185386681212595,51,1,5200.0,Not computed
DN-4107,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs","Congo, DRC",Air,2015-04-14,0.23641084413479052,52,1,539728.0,Not computed
DN-3645,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Mozambique,Truck,2014-06-30,0.22427803937336527,53,1,2116.8,Not computed
ASN-29257,PHARMACY DIRECT,"Lamivudine 150mg, tablets, 60 Tabs",South Africa,Truck,2014-11-05,0.22064164909993986,54,1,16013.25,Not computed
DN-3439,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Mozambique,Truck,2014-01-31,0.21875,55,1,354267.0,Not computed
DN-3457,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-01-31,0.21875,56,1,703970.99,Not computed
DN-3468,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Zimbabwe,Truck,2014-01-31,0.21875,57,1,2050.91,Not computed
DN-3488,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-01-31,0.21875,58,1,432041.25,Not computed
DN-3502,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Uganda,Truck,2014-01-31,0.21875,59,1,58870.5,Not computed
DN-3550,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Zimbabwe,Truck,2014-03-03,0.21875,60,1,55083.9,Not computed
DN-3542,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-03-07,0.21875,61,1,43600.0,Not computed
DN-3575,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Truck,2014-03-18,0.21875,62,1,11440.0,Not computed
DN-3554,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Mozambique,Truck,2014-03-31,0.21875,63,1,117927.44,Not computed
DN-3571,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-03-31,0.21875,64,1,1087500.0,Not computed
DN-3572,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Zimbabwe,Truck,2014-03-31,0.21875,65,1,5063.45,Not computed
DN-3577,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Guyana,Air,2014-04-05,0.21875,66,1,16911.47,Not computed
DN-3621,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Nigeria,Air Charter,2014-04-15,0.21875,67,1,299111.4,Not computed
DN-3632,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-04-30,0.21875,68,1,728378.6,Not computed
DN-3633,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-04-30,0.21875,69,1,415456.5,Not computed
DN-3634,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Truck,2014-04-30,0.21875,70,1,5944.51,Not computed
DN-3587,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Haiti,Air,2014-05-05,0.21875,71,1,115917.02,Not computed
DN-3662,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Nigeria,Air Charter,2014-05-06,0.21875,72,1,272300.0,Not computed
DN-3613,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Tanzania,Truck,2014-05-09,0.21875,73,1,2455380.12,Not computed
DN-3647,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Zambia,Truck,2014-05-10,0.21875,74,1,120378.7,Not computed
DN-3703,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2014-05-30,0.21875,75,1,945050.26,Not computed
DN-3553,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Mozambique,Truck,2014-06-03,0.21875,76,1,281850.0,Not computed
DN-3627,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Mozambique,Truck,2014-06-03,0.21875,77,1,1041199.98,Not computed
DN-3708,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Truck,2014-06-04,0.21875,78,1,14149.8,Not computed
DN-3643,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Tanzania,Truck,2014-06-30,0.21875,79,1,516965.31,Not computed
DN-3692,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Côte d'Ivoire,Truck,2014-06-30,0.21875,80,1,1020600.0,Not computed
DN-3790,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-06-30,0.21875,81,1,110990.33,Not computed
ASN-27748,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-08-13,0.21875,82,1,46.9,Not computed
ASN-27749,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-08-13,0.21875,83,1,46.9,Not computed
ASN-27750,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-08-13,0.21875,84,1,46.9,Not computed
ASN-27751,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-08-13,0.21875,85,1,46.9,Not computed
DN-3843,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs","Congo, DRC",Air,2014-08-13,0.21875,86,1,128975.58,Not computed
DN-3836,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml","Congo, DRC",Air,2014-09-24,0.21875,87,1,7669.5,Not computed
DN-3771,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2014-09-30,0.21875,88,1,1124231.22,Not computed
DN-3823,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2014-09-30,0.21875,89,1,246265.79,Not computed
DN-3923,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Namibia,Air,2014-10-08,0.21875,90,1,643807.83,Not computed
ASN-29597,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",South Africa,Truck,2014-11-28,0.21875,91,1,7891.62,Not computed
DN-4024,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Côte d'Ivoire,Truck,2015-01-30,0.21875,92,1,613084.0,Not computed
DN-3974,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2015-01-31,0.21875,93,1,1795595.0,Not computed
DN-4172,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2015-02-28,0.21875,94,1,4395086.68,Not computed
ASN-31070,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",South Africa,Truck,2015-03-09,0.21875,95,1,6093.37,Not computed
DN-4159,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Zimbabwe,Truck,2015-03-31,0.21875,96,1,103395.2,Not computed
ASN-31556,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mozambique,Air,2015-04-22,0.21875,97,1,440000.0,Not computed
DN-4156,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2015-04-30,0.21875,98,1,1692000.0,Not computed
DN-4225,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Zimbabwe,Truck,2015-04-30,0.21875,99,1,91647.36,Not computed
ASN-31852,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Sierra Leone,Air,2015-05-11,0.21875,100,1,320000.0,Not computed
DN-4235,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mozambique,Truck,2015-05-29,0.21875,101,1,2316000.0,Not computed
DN-4153,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Mozambique,Truck,2015-06-30,0.21875,102,1,41828.01,Not computed
DN-3459,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mozambique,Truck,2014-01-06,0.1926605504587156,103,1,512002.92,Not computed
DN-3456,SCMS from RDC,"Didanosine 200mg, [DON] delayed-release capsules, 30 Caps",Côte d'Ivoire,Truck,2014-01-07,0.1926605504587156,104,1,0.0,Not computed
DN-3313,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-01-08,0.1926605504587156,105,1,57246.0,Not computed
ASN-26962,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle, 160 ml",Dominican Republic,Air,2014-01-14,0.1926605504587156,106,1,148250.8,Not computed
DN-3427,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-01-15,0.1926605504587156,107,1,499966.0,Not computed
DN-3429,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-01-15,0.1926605504587156,108,1,12102.5,Not computed
DN-3476,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-01-17,0.1926605504587156,109,1,2076360.0,Not computed
DN-3510,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Côte d'Ivoire,Truck,2014-01-29,0.1926605504587156,110,1,418611.2,Not computed
DN-3521,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Zimbabwe,Air,2014-01-30,0.1926605504587156,111,1,8352.0,Not computed
DN-3435,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-01-31,0.1926605504587156,112,1,14459.48,Not computed
DN-3467,SCMS from RDC,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",Haiti,Air,2014-01-31,0.1926605504587156,113,1,110.2,Not computed
DN-3475,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Nigeria,Air Charter,2014-01-31,0.1926605504587156,114,1,817595.7,Not computed
DN-3483,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mozambique,Truck,2014-01-31,0.1926605504587156,115,1,1296133.06,Not computed
DN-3484,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-01-31,0.1926605504587156,116,1,892791.65,Not computed
DN-3489,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-01-31,0.1926605504587156,117,1,24950.75,Not computed
DN-3496,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Zimbabwe,Truck,2014-01-31,0.1926605504587156,118,1,946800.0,Not computed
DN-3499,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Tanzania,Truck,2014-01-31,0.1926605504587156,119,1,26000.0,Not computed
DN-3504,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Côte d'Ivoire,Air,2014-01-31,0.1926605504587156,120,1,34560.0,Not computed
DN-3509,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-01-31,0.1926605504587156,121,1,8800.0,Not computed
DN-3511,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Côte d'Ivoire,Air,2014-01-31,0.1926605504587156,122,1,38000.0,Not computed
DN-3535,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mozambique,Truck,2014-01-31,0.1926605504587156,123,1,1247532.0,Not computed
ASN-24455,"RAININ INSTRUMENT, LLC.","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",South Africa,Truck,2014-02-10,0.1926605504587156,124,1,46.9,Not computed
DN-3517,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-02-10,0.1926605504587156,125,1,773962.0,Not computed
DN-3512,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-02-15,0.1926605504587156,126,1,549043.7,Not computed
ASN-24547,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",South Africa,Truck,2014-02-17,0.1926605504587156,127,1,106985.49,Not computed
DN-3503,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",Uganda,Truck,2014-02-28,0.1926605504587156,128,1,19500.0,Not computed
DN-3539,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Nigeria,Air Charter,2014-02-28,0.1926605504587156,129,1,635426.25,Not computed
DN-3540,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Nigeria,Air Charter,2014-02-28,0.1926605504587156,130,1,8340.0,Not computed
DN-3547,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Côte d'Ivoire,Truck,2014-02-28,0.1926605504587156,131,1,40313.1,Not computed
DN-3570,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Zambia,Truck,2014-02-28,0.1926605504587156,132,1,303325.79,Not computed
DN-3526,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-03-10,0.1926605504587156,133,1,1848715.25,Not computed
ASN-24507,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Mali,Air,2014-03-19,0.1926605504587156,134,1,35245.0,Not computed
DN-3485,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mozambique,Truck,2014-03-20,0.1926605504587156,135,1,780500.0,Not computed
DN-3514,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs","Congo, DRC",Air,2014-03-26,0.1926605504587156,136,1,47104.0,Not computed
DN-3603,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs","Congo, DRC",Air,2014-03-26,0.1926605504587156,137,1,4897.42,Not computed
DN-3586,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Haiti,Air,2014-03-30,0.1926605504587156,138,1,372252.4,Not computed
DN-3549,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Zimbabwe,Truck,2014-03-31,0.1926605504587156,139,1,2473.8,Not computed
DN-3569,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Côte d'Ivoire,Truck,2014-03-31,0.1926605504587156,140,1,240759.0,Not computed
ASN-25080,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Zimbabwe,Air,2014-04-04,0.1926605504587156,141,1,702960.0,Not computed
